Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,NACH,NAIN,Segment Length,T1024 Choice,T1024 Integration,T1024 Node Count,T1024 Total Depth
23,639143.718485,4841954.06623,639265.357108,4841602.81801,2.1934676,-1,4,1.2815697,1.1867124,371.71396,23047870,8993.2559,70707,555914.31
24,619042.44824,4827655.24832,619169.611975,4827700.94299,4.5276971,-1,5,0.25316674,0.74827951,135.12445,31,5670.6753,70707,881637.5
25,616844.369315,4828188.44215,616879.345528,4828198.23701,1.551051,-1,2,0,0.77458024,36.321819,0,5869.9897,70707,851701.62
26,636148.681372,4836604.37742,636163.577703,4836645.91244,2.7440584,-1,5,1.3116615,1.1736131,44.125484,34820192,8893.9854,70707,562119.19
27,633262.25264,4838059.01567,633307.848006,4838071.97031,3.0144324,-1,4,0.84669363,0.95763689,47.400002,87725,7257.25,70707,688894.56
28,618883.033369,4827722.92857,618884.957453,4827754.05445,2.1404259,-1,4,0.9124558,0.80304164,31.185297,249359,6085.6792,70707,821515.5
29,617718.615294,4827797.88167,617970.456537,4827977.69841,2.8988922,-1,6,1.2266599,1.0906897,309.44803,12362990,8265.5645,70707,604856.38
30,634596.214846,4837320.09462,634628.081725,4837330.42474,1.8770525,-1,3,0,0.98641634,33.499393,0,7475.3486,70707,668795.5
31,618309.963145,4828721.48265,618409.379698,4828754.4841,4.0179167,-1,5,0.78714412,0.87256104,104.75089,42390,6612.5186,70707,756062.88
32,618351.050414,4829237.8548,618430.823302,4828998.36399,4.0154366,-1,5,0.92068356,0.89690173,252.42734,251936,6796.98,70707,735544.31
33,618450.706483,4829269.10968,618528.775104,4829030.57406,4.0488777,-1,5,0.91390061,0.89626563,250.98596,230027,6792.1592,70707,736066.38
34,618544.897624,4829299.85286,618623.427703,4829062.67956,3.9791598,-1,4,0.47417852,0.89718634,249.83624,604,6799.1362,70707,735311
35,618639.648865,4829330.92518,618720.407948,4829094.58911,3.932435,-1,4,0.74080318,0.90278423,249.75342,22074,6841.5591,70707,730751.56
36,618720.407948,4829094.58911,618751.708904,4829103.12669,1.9843707,-1,4,1.2132696,0.99529737,32.444416,11559280,7542.6523,70707,662827.81
37,618623.427703,4829062.67956,618720.407948,4829094.58911,2.0447295,-1,4,1.2119195,0.99249995,102.09499,11390768,7521.4526,70707,664696.06
38,618528.775104,4829030.57406,618623.427703,4829062.67956,2.0139484,-1,4,1.2105955,0.99215716,99.949379,11195023,7518.855,70707,664925.69
39,618751.708904,4829103.12669,618901.97751,4829152.90129,2.0633709,-1,4,1.2147229,0.99853188,158.29771,11740308,7567.1646,70707,660680.75
40,618901.97751,4829152.90129,618990.663973,4829183.78907,3.0111282,-1,5,1.2196653,0.9993552,93.911362,12531629,7573.4038,70707,660136.44
41,618990.663973,4829183.78907,619035.669312,4829036.01734,2.2034447,-1,4,1.1145585,1.0862072,154.47319,2792448,8231.5957,70707,607352.5
42,619035.669312,4829036.01734,619037.214092,4828896.54504,0.38938242,-1,2,1.1108636,1.0646789,139.48085,2718150,8068.4473,70707,619633.44
43,618990.508938,4828753.6993,619037.214092,4828896.54504,0.41417271,-1,2,1.1069247,1.0410089,150.28731,2644037,7889.0684,70707,633722.44
44,618908.788996,4828643.82752,618990.508938,4828753.6993,2.2012625,-1,3,1.103206,1.0200484,136.93048,2572985,7730.2231,70707,646744.56
45,618901.97751,4829152.90129,618941.336957,4829026.70643,2.1453276,-1,3,0.98254228,0.90438086,132.19043,576300,6853.6592,70707,729461.44
46,618941.336957,4829026.70643,618946.449128,4828939.82554,0.31886795,-1,2,0.96496695,0.89122307,87.031166,461048,6753.9448,70707,740231.06
47,618925.149172,4828833.95797,618946.449128,4828939.82554,0.37442923,-1,2,0.94259739,0.87747431,107.98902,345792,6649.7524,70707,751829.44
48,618885.469417,4828766.13892,618925.149172,4828833.95797,1.5659747,-1,3,0.91130859,0.86040801,78.574219,230532,6520.4189,70707,766742.12
49,618751.708904,4829103.12669,618853.336503,4828809.31724,2.1611772,-1,3,0.79278111,0.90152109,310.88931,44582,6831.9863,70707,731775.44
50,618853.336503,4828809.31724,618885.469417,4828766.13892,2.2949524,-1,3,0.081246734,0.88482606,53.822777,2,6705.4668,70707,745582.69
51,618864.295776,4828740.27061,618885.469417,4828766.13892,1.3111823,-1,3,0.85958773,0.85273021,33.428917,115270,6462.2349,70707,773645.69
52,618749.547684,4828703.82713,618864.295776,4828740.27061,0.36754993,-1,1,0,0.82504356,120.39622,0,6252.416,70707,799607.62
53,618573.29694,4827585.69228,618606.412315,4827485.65258,2.8176188,-1,4,0.8947379,0.89001584,105.37822,178678,6744.7964,70707,741235.12
54,635008.364623,4836004.1364,635076.366957,4836019.2071,2.0013354,-1,2,0,1.020514,69.652306,0,7733.7524,70707,646449.44
55,637008.018504,4838963.4751,637071.052455,4838980.85183,2.0172176,-1,2,0,0.79633009,65.385239,0,6034.8169,70707,828439.38
56,619824.535174,4828764.2628,619854.427779,4828669.60085,2.0039101,-1,3,0,0.8965925,99.269592,0,6794.6367,70707,735798
57,619459.403745,4829070.88196,619471.58476,4829037.62766,5.0203719,-1,7,1.3320146,1.0900152,35.415051,50304392,8260.4541,70707,605230.62
58,619572.329393,4828978.89073,619649.539107,4829003.16101,2.0153518,-1,4,1.033931,0.9936654,80.934456,1046321,7530.2852,70707,663916.44
59,619572.329393,4828978.89073,619688.006426,4828616.64854,4.0016069,-1,5,0.87648964,0.90124589,380.26382,138096,6829.9014,70707,731998.88
60,619496.554906,4828953.33834,619572.329393,4828978.89073,3.0340147,-1,4,1.0187618,0.99340045,79.966858,854016,7528.2769,70707,664093.5
61,619471.58476,4829037.62766,619496.554906,4828953.33834,4.0728502,-1,6,1.3423921,1.0943472,87.910164,57450708,8293.2832,70707,602834.81
62,619316.491186,4828926.52657,619459.403745,4829070.88196,4.0234699,-1,5,1.0621932,1.0596092,203.13168,1427480,8030.0273,70707,622598.12
63,619316.491186,4828926.52657,619471.58476,4829037.62766,4.1642385,-1,6,1.2404863,1.0878799,190.7812,14909140,8244.2715,70707,606418.62
64,619459.403745,4829070.88196,619948.575215,4829540.4158,2.1799555,-1,5,0.96918589,1.0446299,678.04919,418464,7916.5103,70707,631525.75
65,620095.175086,4829671.03176,620402.414422,4829896.49913,2.2714152,-1,4,0.91670632,1.0527816,381.09256,206139,7978.2856,70707,626635.81
66,619948.575215,4829540.4158,620095.175086,4829671.03176,1.9227363,-1,3,0.88698947,1.0468082,196.34677,139342,7933.0186,70707,630211.56
67,617360.236826,4828819.68239,617410.973729,4828663.06455,3.0484509,-1,5,1.1292455,0.9587521,164.63104,3909662,7265.7012,70707,688093.25
68,616986.078511,4828758.4067,617048.850778,4828545.68761,4.0121374,-1,4,0.99257052,0.88994628,221.78767,670471,6744.269,70707,741293.06
69,616858.191597,4828716.53998,616986.078511,4828758.4067,2.0797257,-1,4,0.8113113,0.8118645,134.56554,62336,6152.5415,70707,812587.75
70,616858.191597,4828716.53998,616886.563949,4828622.09642,3.9017625,-1,4,0.27138841,0.75273323,98.613266,40,5704.4268,70707,876421.06
71,616939.239379,4828638.22214,616972.632301,4828520.55149,3.0162635,-1,3,0.32691997,0.88956696,122.31709,82,6741.3945,70707,741609.12
72,616886.563949,4828622.09642,616939.239379,4828638.22214,2.0484207,-1,3,0.28298372,0.81384629,55.08847,46,6167.5605,70707,810609
73,616545.388823,4828969.61983,616613.646837,4828891.87618,2.1358898,-1,4,1.0249721,0.86556464,103.45643,1068914,6559.4976,70707,762174.19
74,616613.646837,4828891.87618,616656.469362,4828824.16746,2.2308645,-1,4,1.0383098,0.8734616,80.113914,1268530,6619.3428,70707,755283.38
75,616661.362119,4828922.9498,616824.382713,4828976.46142,2.1655755,-1,3,0.30266264,0.78936487,171.57858,61,5982.0322,70707,835749.38
76,616613.646837,4828891.87618,616661.362119,4828922.9498,2.0658841,-1,3,0.77752882,0.79927307,56.941357,39844,6057.1196,70707,825388.94
77,616656.469362,4828824.16746,616683.312573,4828749.69296,2.2706184,-1,4,1.050323,0.88476866,79.164444,1472478,6705.0317,70707,745631.06
78,616683.312573,4828749.69296,616774.543184,4828780.87839,4.0092707,-1,5,0.85637397,0.80792069,96.41346,115576,6122.6543,70707,816554.38
79,616986.078511,4828758.4067,617004.18689,4828764.00989,2.0136895,-1,4,0.96528685,0.81366444,18.95545,505583,6166.1816,70707,810790.19
80,617004.18689,4828764.00989,617095.245459,4828791.65813,2.0136566,-1,4,0.94148922,0.81366521,95.163483,365741,6166.188,70707,810789.44
81,617043.945864,4828947.14961,617095.245459,4828791.65813,4.1098423,-1,4,0,0.78476948,163.73529,0,5947.207,70707,840643.31
82,617043.945864,4828947.14961,617139.646156,4828962.41734,2.3193073,-1,4,1.0246174,0.86417502,96.910522,1065545,6548.9663,70707,763399.81
83,616954.490673,4828917.49122,617043.945864,4828947.14961,3.0635071,-1,5,1.0091552,0.85613883,94.243576,872380,6488.0659,70707,770565.5
84,616917.705314,4829008.20572,616954.490673,4828917.49122,3.1271558,-1,5,0.91468644,0.78780597,97.889137,261594,5970.2188,70707,837403.12
85,616854.612714,4828885.31154,616954.490673,4828917.49122,3.0559525,-1,5,0.94248909,0.85583049,104.93398,353510,6485.7295,70707,770843.12
86,619009.229353,4828394.03599,619041.175003,4828303.63047,4.0174494,-1,6,1.0263255,0.89106452,95.88369,1056724,6752.7432,70707,740362.75
87,619525.708884,4828561.67066,619610.790693,4828589.99615,3.0105014,-1,5,1.1145273,0.98983675,89.673004,3095818,7501.27,70707,666484.44
88,619496.554906,4828953.33834,619610.790693,4828589.99615,3.0112338,-1,5,1.3410467,1.0933821,380.87711,56497924,8285.9697,70707,603366.94
89,619610.790693,4828589.99615,619688.006426,4828616.64854,4.0253468,-1,6,1.1414479,0.9880082,81.686104,4451143,7487.4126,70707,667717.94
90,637208.647734,4853086.60698,637352.861471,4853129.11348,3.2475865,-1,4,1.0893162,1.0726197,150.34761,2022803,8128.625,70707,615046.19
91,620210.83706,4828479.04813,620283.473811,4828502.98374,2.0116334,-1,4,1.207805,0.9848336,76.478828,10880867,7463.355,70707,669870.31
92,620166.980577,4828572.17798,620198.098763,4828475.10395,3.0636144,-1,4,0.93386781,0.89214474,101.93973,302548,6760.9297,70707,739466.31
93,620198.098763,4828475.10395,620210.83706,4828479.04813,2.0020854,-1,4,1.2116187,0.98550522,13.334946,11442542,7468.4443,70707,669413.81
94,620111.786829,4828448.3798,620198.098763,4828475.10395,3.0287771,-1,5,1.2143862,0.98550475,90.354469,11875344,7468.4409,70707,669414.12
95,620084.221907,4828541.68232,620111.786829,4828448.3798,2.9667089,-1,4,0.82984728,0.89293569,97.289177,74128,6766.9233,70707,738811.31
96,620084.221907,4828541.68232,620166.980577,4828572.17798,2.921782,-1,3,0.41797087,0.8199864,88.19854,293,6214.0918,70707,804539.12
97,620152.106673,4828629.67672,620166.980577,4828572.17798,1.9671216,-1,4,0.93214732,0.89120632,59.391403,295885,6753.8184,70707,740244.94
98,620365.129021,4828635.84371,620420.30291,4828654.13979,3.1571803,-1,4,0.38627023,0.82049626,58.128345,190,6217.9556,70707,804039.19
99,620345.49664,4828698.17475,620365.129021,4828635.84371,3.8388858,-1,4,0.28488338,0.76986617,65.349747,48,5834.2656,70707,856916.75
100,620345.49664,4828698.17475,620400.881097,4828716.16263,2.9970164,-1,4,0.87774426,0.81967074,58.232311,152653,6211.6997,70707,804848.94
101,619910.310276,4828789.30975,619940.398912,4828696.41939,2.0258934,-1,3,0,0.89677548,97.641922,0,6796.0229,70707,735647.88
102,616824.382713,4828976.46142,616854.612714,4828885.31154,2.987941,-1,4,0.86396563,0.78426719,96.032043,131492,5943.4009,70707,841181.69
103,616808.26777,4829025.04889,616899.578512,4829056.39386,3.8413217,-1,4,0.36721891,0.72838628,96.54097,153,5519.9185,70707,905716.25
104,616899.578512,4829056.39386,616917.705314,4829008.20572,2.0170987,-1,4,0.89946711,0.78765059,51.48473,212599,5969.041,70707,837568.38
105,618350.563945,4830069.44934,618436.840891,4829808.13141,3.9864171,-1,5,1.0373706,0.91441953,275.19223,1194357,6929.7349,70707,721453.25
106,618208.112102,4830023.82074,618225.557754,4830029.85306,2.0127602,-1,4,1.1790901,1.0095932,18.459133,7188792,7650.9912,70707,653442.12
107,618106.339423,4829990.11185,618208.112102,4830023.82074,2.0183513,-1,4,1.176893,1.0087522,107.20992,6987223,7644.6172,70707,653986.94
108,637201.218149,4838926.62927,637216.339539,4838878.80638,3.0203862,-1,4,0.8334797,0.8874532,50.156601,78258,6725.3755,70707,743375.56
109,637186.521091,4838973.1087,637201.218149,4838926.62927,2.986089,-1,4,0.88244939,0.8874532,48.747726,151720,6725.3755,70707,743375.56
110,621467.76373,4843477.92115,621493.924993,4843387.01459,4.0383172,-1,5,0.34833735,0.93401086,94.596054,108,7078.2041,70707,706320.38
111,628223.592695,4834642.02134,628272.54633,4834656.32513,4.0079613,-1,6,0.93173146,1.007912,51.000557,262353,7638.2505,70707,654532.06
112,636192.926857,4836132.41905,636244.036517,4835973.19593,8.1710854,-1,10,1.0808971,1.052246,167.22499,1845942,7974.2266,70707,626954.81
113,628143.897316,4834192.59275,628198.543646,4834207.12787,4.0033484,-1,5,0.78105968,1.0056655,56.546364,34941,7621.2256,70707,655994.19
114,617259.459917,4829606.32966,617323.73988,4829626.65528,1.01186,-1,2,0,0.82577121,67.416946,0,6257.9312,70707,798903
115,617323.73988,4829626.65528,617381.430845,4829645.41934,1.9852237,-1,4,0.85784155,0.82605696,60.665787,115684,6260.0962,70707,798626.69
116,617323.73988,4829626.65528,617374.095574,4829461.43141,3.8017039,-1,4,0.27438015,0.80037951,172.72702,41,6065.5049,70707,824247.94
117,617374.095574,4829461.43141,617441.870313,4829482.94015,2.2128232,-1,4,0.79938567,0.8682099,71.10585,50230,6579.5444,70707,759852
118,616987.211123,4829121.85048,617231.278002,4829203.29281,3.9423928,-1,4,0.86076713,0.86888635,257.29651,115251,6584.6709,70707,759260.44
119,617120.639052,4829054.476,617139.646156,4828962.41734,2.9977217,-1,3,0.22690375,0.80000085,94.000351,21,6062.6348,70707,824638.12
120,617120.639052,4829054.476,617264.147096,4829105.39228,2.9157939,-1,3,0.79071355,0.86795539,152.27287,44675,6577.6152,70707,760074.81
121,617139.646156,4828962.41734,617295.369901,4829009.22006,3.1285801,-1,4,1.032696,0.87078047,162.60498,1179454,6599.0254,70707,757608.88
122,617264.147096,4829105.39228,617295.369901,4829009.22006,2.0472281,-1,4,1.0847169,0.9577508,101.11359,2151241,7258.1128,70707,688812.62
123,617295.369901,4829009.22006,617331.525349,4828905.04565,3.0264163,-1,5,1.1139641,0.95834988,110.27024,3185181,7262.6523,70707,688382.06
124,617331.525349,4828905.04565,617360.236826,4828819.68239,2.9834666,-1,5,1.1264654,0.95855063,90.062393,3767146,7264.1743,70707,688237.88
125,616999.616272,4830882.78456,617038.701094,4830743.47324,2.2819803,-1,4,0.9831515,1.0230505,144.69025,514727,7752.9746,70707,644846.69
126,616999.616272,4830882.78456,617004.304601,4831007.49116,1.1715118,-1,3,0.99225742,1.0431994,124.7947,570260,7905.6689,70707,632391.75
127,619248.327689,4833130.87743,619293.850239,4833145.99466,3.0382907,-1,5,1.0897268,1.0422004,47.967003,2098676,7898.0991,70707,632997.88
128,637509.432799,4838976.43077,637527.962131,4838921.11079,3.8996546,-1,5,0.84297699,0.98682678,58.340691,81364,7478.46,70707,668517.31
129,619201.591123,4833118.96838,619248.327689,4833130.87743,3.0419936,-1,5,1.0884403,1.0415943,48.229992,2064224,7893.5044,70707,633366.31
130,616846.24689,4829224.05988,616941.501273,4829256.04015,3.0139515,-1,5,0.86377585,0.81655616,100.47953,126660,6188.0962,70707,807918.88
131,616941.501273,4829256.04015,617032.970263,4829286.09901,3.908901,-1,5,0.80128837,0.8153441,96.281418,54202,6178.9106,70707,809119.94
132,617032.970263,4829286.09901,617044.088187,4829253.78579,2.0696435,-1,3,0.24453945,0.79700947,34.172394,27,6039.9658,70707,827733.19
133,617044.088187,4829253.78579,617199.412524,4829300.99343,2.958123,-1,3,0.81613451,0.86946774,162.3398,62943,6589.0762,70707,758752.75
134,617022.827105,4829344.56166,617171.901907,4829394.61056,2.8981781,-1,3,0.86298639,0.86687952,157.252,119004,6569.4624,70707,761018.12
135,617022.827105,4829344.56166,617032.970263,4829286.09901,1.9119911,-1,3,0.81555927,0.79988897,59.336029,66851,6061.7876,70707,824753.44
136,617171.901907,4829394.61056,617199.412524,4829300.99343,2.0420997,-1,4,1.0665956,0.95657068,97.575615,1688361,7249.1699,70707,689662.44
137,617149.924367,4829471.62108,617171.901907,4829394.61056,1.7481017,-1,5,1.0576531,0.9563778,80.085159,1497428,7247.708,70707,689801.5
138,621612.448767,4838200.93875,621645.525767,4838186.25932,3.5633545,-1,5,0.8695851,1.1264147,36.18803,103625,8536.3008,70707,585672.88
139,621590.957866,4838211.77155,621612.448767,4838200.93875,0.97022116,-1,2,0,1.1237857,24.06675,0,8516.377,70707,587043
140,615896.772935,4830561.19091,616004.911883,4830654.03295,1.8573973,-1,4,0.93892032,0.89954853,142.52605,321423,6817.0381,70707,733380.06
141,615882.924155,4830784.638,616004.911883,4830654.03295,2.0512393,-1,2,0,0.81952602,178.71397,0,6210.603,70707,804991.06
142,615224.731578,4831569.04047,615279.597359,4831539.07694,2.3705382,-1,3,0.8583163,0.8368817,62.514534,115139,6342.1294,70707,788296.75
143,615279.597359,4831539.07694,615316.834898,4831549.17497,0.48680586,-1,1,0,0.80203706,38.582439,0,6078.0664,70707,822544.5
144,615128.232695,4831466.9404,615171.386998,4831495.15878,2.3753548,-1,4,0.5844509,0.88657433,51.561333,2701,6718.7158,70707,744112.44
145,615171.386998,4831495.15878,615224.731578,4831569.04047,1.2695891,-1,3,0.79633546,0.90611547,91.127098,46585,6866.8042,70707,728065
146,615224.731578,4831569.04047,615252.882565,4831628.41662,1.2704107,-1,3,0.93976229,0.91611552,65.711533,319571,6942.5879,70707,720117.62
147,615252.882565,4831628.41662,615264.150517,4831706.42224,1.2583594,-1,3,0.96380025,0.93319529,78.815254,434146,7072.0234,70707,706937.69
148,615264.150517,4831706.42224,615272.579,4831790.97974,2.0132055,-1,4,0.99726611,0.93574148,84.976524,679533,7091.3193,70707,705014.06
149,615186.938255,4831712.69039,615264.150517,4831706.42224,3.4168477,-1,4,0.83868706,0.85178435,77.46627,86905,6455.0664,70707,774504.81
150,615165.570682,4831630.00019,615186.938255,4831712.69039,2.1162753,-1,3,0.78468013,0.78880686,85.406334,44378,5977.8032,70707,836340.62
151,615143.725411,4831621.9583,615165.570682,4831630.00019,1.4429605,-1,2,0.24079455,0.74992734,23.278484,26,5683.1631,70707,879700.25
152,615050.906521,4831751.39165,615143.725411,4831621.9583,1.2187703,-1,2,0,0.76954818,159.2744,0,5831.8555,70707,857270.88
153,615050.127866,4831837.04977,615050.906521,4831751.39165,2.5866439,-1,3,0.78506255,0.79516,85.661659,44330,6025.9497,70707,829658.44
154,615096.638197,4831818.33462,615186.938255,4831712.69039,1.4156208,-1,3,0.60193717,0.82660329,138.97771,3569,6264.2368,70707,798098.81
155,615050.127866,4831837.04977,615096.638197,4831818.33462,1.7519138,-1,3,0.79579842,0.84948134,50.134495,48686,6437.6133,70707,776604.56
156,615217.448387,4831802.55697,615272.579,4831790.97974,2.3563173,-1,3,0.78962153,0.85502601,56.333088,44544,6479.6323,70707,771568.44
157,615164.359644,4831865.39641,615217.448387,4831802.55697,0.76512933,-1,2,0.35806224,0.82321268,82.263054,129,6238.5415,70707,801386
158,615161.621793,4831882.15437,615164.359644,4831865.39641,0.95649981,-1,2,0.11829091,0.8136698,16.980145,4,6166.2222,70707,810784.88
159,615161.621793,4831882.15437,615210.286767,4831929.32587,2.5452518,-1,3,0.78954917,0.85943466,67.774849,44320,6513.0425,70707,767610.5
160,615190.153801,4831952.0977,615231.941509,4831997.39191,2.543026,-1,3,0.86011159,0.86097383,61.62611,115135,6524.707,70707,766238.19
161,615218.738454,4832062.73906,615231.941509,4831997.39191,0.60129642,-1,1,0,0.81569517,66.66761,0,6181.5713,70707,808771.69
162,615307.341908,4831933.11156,615400.561002,4831911.27026,2.2041464,-1,3,0.86141312,0.87887818,95.743629,115124,6660.3916,70707,750628.5
163,615400.561002,4831911.27026,615471.120837,4831933.57773,0.34145454,-1,1,0,0.8516168,74.002113,0,6453.7969,70707,774657.19
164,615291.921743,4831885.4447,615307.341908,4831933.11156,2.1352687,-1,4,1.0268047,0.94833136,50.099014,997697,7186.7295,70707,695654.38
165,639828.584108,4845990.84414,639885.509422,4845802.94016,3.1772738,-1,4,1.011784,1.0590101,196.33746,729015,8025.4883,70707,622950.25
166,616987.211123,4829121.85048,617011.177716,4829036.25263,2.0072126,-1,3,0.85690928,0.88760078,88.889763,107406,6726.4941,70707,743251.94
167,616917.705314,4829008.20572,617011.177716,4829036.25263,3.00442,-1,3,0.67417908,0.81139225,97.589546,9648,6148.9629,70707,813060.69
168,616970.609067,4829167.06406,616987.211123,4829121.85048,2.02795,-1,4,0.92263198,0.89106786,48.165302,260217,6752.7686,70707,740360
169,616941.501273,4829256.04015,616970.609067,4829167.06406,3.0365422,-1,5,0.98040682,0.8924343,93.61628,567271,6763.1245,70707,739226.38
170,616877.973938,4829137.28819,616899.578512,4829056.39386,1.9866939,-1,3,0.87331206,0.78523833,83.72963,149213,5950.7603,70707,840141.38
171,616877.973938,4829137.28819,616970.609067,4829167.06406,2.9454031,-1,3,0.88870597,0.81464767,97.302979,178162,6173.6333,70707,809811.62
172,616750.874676,4829192.84652,616846.24689,4829224.05988,2.8402691,-1,4,0.81147647,0.81627762,100.35005,62202,6185.9854,70707,808194.56
173,616750.874676,4829192.84652,616752.892908,4829153.63378,1.8405387,-1,3,0.62117982,0.76110935,39.264648,4880,5767.9033,70707,866775.94
174,616668.995589,4829129.03588,616752.892908,4829153.63378,1.8497343,-1,3,0.60346985,0.76918364,87.428925,3806,5829.0928,70707,857677.19
175,616636.693898,4829231.67962,616668.995589,4829129.03588,3.0457783,-1,4,0.84822255,0.71103293,107.60639,115275,5388.4092,70707,927821.12
176,616467.793028,4829066.21789,616668.995589,4829129.03588,3.1501842,-1,4,0.91609454,0.76966935,210.78085,272417,5832.7739,70707,857135.88
177,616479.91514,4831809.39287,616538.700011,4831743.633,1.3866993,-1,3,0.9115026,0.86352581,88.20443,230378,6544.0464,70707,763973.75
178,616479.91514,4831809.39287,616483.085058,4831833.31286,1.2240355,-1,2,0.85721117,0.82192707,24.129114,115191,6228.7988,70707,802639.5
179,616483.085058,4831833.31286,616507.432339,4831842.96804,0.6757744,-1,1,0,0.77574694,26.191843,0,5878.832,70707,850420.62
180,616808.425625,4831822.03814,616854.914886,4831849.22342,2.5313854,-1,4,0.84731317,0.91615313,53.854355,91841,6942.8726,70707,720088.06
181,616854.914886,4831849.22342,616900.850808,4831934.43053,2.490164,-1,3,0.2050627,0.88592231,96.800613,15,6713.7739,70707,744660.12
182,616907.439662,4831955.81374,617000.123523,4831975.68497,3.0199599,-1,4,0.43236759,0.79192454,94.790108,362,6001.4302,70707,833048.06
183,616831.668393,4832170.71634,616907.439662,4831955.81374,1.9841797,-1,3,0.59670413,0.81422502,227.86929,3354,6170.4302,70707,810232
184,617000.123523,4831975.68497,617039.801099,4831858.16516,3.9360571,-1,5,0.94057631,0.85808665,124.03715,343610,6502.8271,70707,768816.38
185,616986.811753,4831842.65028,617039.801099,4831858.16516,1.9389784,-1,4,1.0311848,0.9442578,55.21397,1062959,7155.8584,70707,698655.5
186,616808.425625,4831822.03814,616818.232371,4831784.48766,3.8967113,-1,6,1.0635828,0.99703354,38.809925,1551453,7555.8096,70707,661673.62
187,616818.232371,4831784.48766,616831.086484,4831749.30182,3.0707116,-1,5,1.092908,1.0032042,37.46027,2282978,7602.5737,70707,657603.62
188,617349.505712,4831705.64086,617493.640667,4831855.50989,2.3141303,-1,5,1.1910796,1.158342,207.93175,7166066,8778.2568,70707,569529.94
189,616975.027256,4831338.75161,617349.505712,4831705.64086,3.7805953,-1,5,1.1833061,1.156152,524.2536,6479075,8761.6602,70707,570608.75
190,617210.130993,4831325.83761,617280.811934,4831079.86462,0.99498522,-1,2,0,0.91285092,255.92676,0,6917.8472,70707,722693
191,617038.701094,4830743.47324,617355.546341,4830849.14226,3.0801201,-1,5,1.0884813,1.0144038,334.00128,2125687,7687.4473,70707,650343.31
192,617004.304601,4831007.49116,617065.756408,4831008.32832,2.1897116,-1,3,0.79402101,0.93633729,61.457508,43991,7095.835,70707,704565.44
193,617065.756408,4831008.32832,617280.811934,4831079.86462,2.1744773,-1,3,0.43140727,0.91899514,226.64139,335,6964.4102,70707,717861.19
194,615272.579,4831790.97974,615291.921743,4831885.4447,2.0885048,-1,4,1.0171595,0.94161737,96.424942,882644,7135.8486,70707,700614.62
195,615500.387439,4832060.77294,615553.27738,4832036.94593,1.3560073,-1,2,0,0.92871559,58.009243,0,7038.0747,70707,710347.62
196,615653.379689,4832021.80419,615757.095013,4832057.64213,3.012032,-1,4,0.43816552,0.89144003,109.73252,372,6755.5898,70707,740050.88
197,615653.379689,4832021.80419,615685.248551,4831926.7754,2.0271401,-1,4,1.0234919,0.97989756,100.23022,922761,7425.9478,70707,673244.69
198,615685.248551,4831926.7754,615715.118157,4831836.57159,2.9673889,-1,5,1.0093641,0.97989762,95.020622,763396,7425.9482,70707,673244.62
199,615885.03996,4831785.97927,615980.05386,4831488.0215,4.1498704,-1,6,0.79201692,0.85280782,312.74026,46109,6462.8223,70707,773575.31
200,616011.779881,4831722.08833,616120.145558,4831752.77458,2.9180927,-1,3,0.45856169,0.80811322,112.62667,513,6124.1133,70707,816359.81
201,615986.906882,4831818.63167,616011.779881,4831722.08833,2.0943382,-1,3,0.40362886,0.81088614,99.695961,242,6145.127,70707,813568.19
202,615885.03996,4831785.97927,615986.906882,4831818.63167,4.116209,-1,5,0.43622038,0.88764113,106.97219,363,6726.7998,70707,743218.12
203,615864.575437,4831889.97443,615885.03996,4831785.97927,3.1687455,-1,4,0.48421502,0.84804493,105.98958,711,6426.728,70707,777919.94
204,615715.118157,4831836.57159,615864.575437,4831889.97443,3.2233617,-1,4,0.47421175,0.88564295,158.7115,608,6711.6572,70707,744895
205,615685.248551,4831926.7754,615833.865279,4831982.30914,1.9975789,-1,2,0,0.88480049,158.65349,0,6705.2729,70707,745604.25
206,615893.663807,4832101.42093,615986.906882,4831818.63167,3.0845699,-1,4,0.78625351,0.81363606,297.76508,44249,6165.9673,70707,810818.44
207,613593.520666,4840165.56583,613945.834395,4840179.05739,2.2088938,-1,5,1.3271337,1.2257864,352.57196,40338920,9289.373,70707,538193.5
208,615980.05386,4831488.0215,615995.07649,4831457.06903,2.6547153,-1,4,0.70577723,0.84501922,34.405449,14413,6403.7979,70707,780705.44
209,615995.07649,4831457.06903,616019.986036,4831450.60187,0.86521024,-1,2,0.43640167,0.82870018,25.735376,375,6280.1274,70707,796079.38
210,616019.986036,4831450.60187,616120.581911,4831475.23299,0.47858769,-1,2,0.7613495,0.84208649,103.56747,30717,6381.5732,70707,783424.38
211,616120.581911,4831475.23299,616260.576204,4831472.78414,2.2780797,-1,3,0.82802457,0.85472053,140.01572,74992,6477.3179,70707,771844.19
212,615868.725004,4831450.92112,615980.05386,4831488.0215,1.9218042,-1,3,0,0.93606186,117.34799,0,7093.7476,70707,704772.75
213,616213.970509,4831128.73216,616307.530784,4831122.83421,2.1608012,-1,3,0.91005713,0.84567684,93.745987,230246,6408.7817,70707,780098.31
214,616307.530784,4831122.83421,616511.216283,4831172.01736,1.1063699,-1,2,0.85790318,0.83154577,209.53941,115125,6301.6919,70707,793355.12
